from_vtd10,to_vtd20,weight
120330096,12033000096,1.0000000000
120330097,12033000097,1.0000000000
120330098,12033000098,1.0000000000
120330099,12033000099,1.0000000000
120330100,12033000100,1.0000000000
120330101,12033000101,1.0000000000
120330102,12033000102,1.0000000000
120330103,12033000103,1.0000000000
120330104,12033000104,1.0000000000
120330105,12033000105,1.0000000000
120330106,12033000106,1.0000000000
120330107,12033000107,1.0000000000
120330108,12033000108,1.0000000000
120330109,12033000109,1.0000000000
120330110,12033000110,1.0000000000
120330111,12033000111,1.0000000000
120330112,12033000112,1.0000000000
120330113,12033000113,1.0000000000
120330114,12033000114,1.0000000000
120330115,12033000115,0.9565217391
120330115,12033000117,0.0434782609
120330116,12033000116,1.0000000000
120330117,12033000086,0.0247809749
120330117,12033000117,0.9752190251
120330118,12033000118,1.0000000000
120330119,12033000119,1.0000000000
120330120,12033000120,1.0000000000
120330121,12033000121,1.0000000000
120330122,12033000122,1.0000000000
120330123,12033000123,1.0000000000
120330124,12033000124,1.0000000000
120330125,12033000125,1.0000000000
120330126,12033000126,0.9863013699
120330126,12033000134,0.0136986301
120330127,12033000127,1.0000000000
120330128,12033000128,1.0000000000
120330129,12033000126,0.0003118645
120330129,12033000129,0.9996881355
120330130,12033000130,1.0000000000
120330131,12033000131,1.0000000000
120330132,12033000132,0.8918647839
120330132,12033000142,0.1081352161
120330133,12033000133,1.0000000000
120330134,12033000134,1.0000000000
120330135,12033000134,0.0555555556
120330135,12033000135,0.9444444444
120330136,12033000107,0.0588235294
120330136,12033000136,0.9411764706
120330137,12033000137,1.0000000000
120330138,12033000138,1.0000000000
120330139,12033000139,1.0000000000
120330140,12033000140,1.0000000000
120330141,12033000141,1.0000000000
120330142,12033000142,1.0000000000
120330143,12033000143,1.0000000000
120330144,12033000144,1.0000000000
120330145,12033000145,1.0000000000
120330146,12033000146,1.0000000000
120330147,12033000147,1.0000000000
120330148,12033000148,1.0000000000
120330149,12033000107,0.0857142857
120330149,12033000149,0.9142857143
120330150,12033000150,1.0000000000
120330151,12033000151,1.0000000000
120330152,12033000152,1.0000000000
120330153,12033000153,1.0000000000
120330154,12033000154,1.0000000000
120330155,12033000155,1.0000000000
120330156,12033000156,1.0000000000
120330157,12033000157,1.0000000000
120330158,12033000158,1.0000000000
120330159,12033000159,1.0000000000
120330160,12033000160,1.0000000000
120330161,12033000161,1.0000000000
120330162,12033000162,1.0000000000
120330163,12033000163,1.0000000000
120330164,12033000164,1.0000000000
120330165,12033000165,1.0000000000
120330166,12033000166,1.0000000000
120330167,12033000167,1.0000000000
120330168,12033000168,1.0000000000
120330169,12033000169,1.0000000000
120330170,12033000170,1.0000000000
120330171,12033000171,1.0000000000
120330172,12033000172,1.0000000000
120330173,12033000173,1.0000000000
120330174,12033000174,1.0000000000
120330175,12033000175,1.0000000000
120330176,12033000176,1.0000000000
120330177,12033000177,1.0000000000
120330178,12033000178,1.0000000000
120330179,12033000179,1.0000000000
120330180,12033000180,1.0000000000
120330181,12033000181,0.9782608696
120330181,12033000192,0.0217391304
120330182,12033000182,1.0000000000
120330183,12033000183,1.0000000000
120330184,12033000184,1.0000000000
120330185,12033000185,1.0000000000
120330186,12033000186,1.0000000000
120330187,12033000187,1.0000000000
120330188,12033000188,1.0000000000
120330189,12033000188,0.1666666667
120330189,12033000189,0.8333333333
120330190,12033000190,1.0000000000
120330191,12033000191,0.9767441860
120330191,12033000208,0.0232558140
120330192,12033000188,0.0000004567
120330192,12033000192,0.9999995433
120330193,12033000188,0.0312500000
120330193,12033000193,0.9687500000
120330194,12033000194,1.0000000000
120330195,12033000195,1.0000000000
120330196,12033000196,1.0000000000
120330197,12033000197,1.0000000000
120330198,12033000198,1.0000000000
120330199,12033000199,1.0000000000
120330200,12033000200,1.0000000000
120330201,12033000201,1.0000000000
120330202,12033000202,1.0000000000
120330203,12033000202,0.1000000000
120330203,12033000203,0.9000000000
120330204,12033000204,1.0000000000
120330205,12033000205,1.0000000000
120330206,12033000206,1.0000000000
120330207,12033000207,0.9375000000
120330207,12033000218,0.0625000000
120330208,12033000208,1.0000000000
120330209,12033000209,1.0000000000
120330210,12033000210,1.0000000000
120330211,12033000211,1.0000000000
120330212,12033000212,1.0000000000
120330213,12033000213,1.0000000000
120330214,12033000214,1.0000000000
120330215,12033000215,1.0000000000
120330216,12033000216,1.0000000000
120330217,12033000217,1.0000000000
120330218,12033000218,1.0000000000
120330219,12033000219,1.0000000000
120330220,12033000220,1.0000000000
120330221,12033000221,1.0000000000
120330222,12033000222,1.0000000000
120330223,12033000221,0.0055512777
120330223,12033000223,0.9944487223
120330224,12033000224,1.0000000000
120330225,12033000225,1.0000000000
120330226,12033000226,1.0000000000
120330227,12033000227,0.9032258065
120330227,12033000238,0.0967741935
120330228,12033000228,1.0000000000
120330229,12033000229,1.0000000000
120330230,12033000230,1.0000000000
120330231,12033000231,1.0000000000
120330232,12033000232,1.0000000000
120330233,12033000233,1.0000000000
120330234,12033000234,1.0000000000
120330235,12033000235,1.0000000000
120330236,12033000236,1.0000000000
120330237,12033000237,1.0000000000
120330238,12033000238,1.0000000000
120330239,12033000239,1.0000000000
120330240,12033000240,1.0000000000
120330241,12033000241,1.0000000000
120330242,12033000242,1.0000000000
120330243,12033000243,1.0000000000
120330244,12033000244,1.0000000000
120330245,12033000245,1.0000000000
120330246,12033000246,1.0000000000
120330247,12033000247,1.0000000000
120330248,12033000248,1.0000000000
120330249,12033000249,1.0000000000
120330250,12033000250,1.0000000000
120330251,12033000251,1.0000000000
120330252,12033000252,1.0000000000
120330253,12033000253,1.0000000000
120330254,12033000254,1.0000000000
120330255,12033000255,1.0000000000
120330256,12033000256,1.0000000000
120330257,12033000257,1.0000000000
120330258,12033000258,1.0000000000
120330259,12033000259,1.0000000000
120330260,12033000260,1.0000000000
120330261,12033000261,1.0000000000
120330262,12033000262,1.0000000000
120330263,12033000263,1.0000000000
120330264,12033000264,1.0000000000
120330265,12033000265,1.0000000000
120330266,12033000266,1.0000000000
120330267,12033000267,1.0000000000
120350001,12035000110,0.1666666667
120350001,12035110000,0.5000000000
120350001,12035130000,0.3333333333
120350002,12035100000,0.1998807737
120350002,12035110000,0.0835776451
120350002,12035130000,0.6853544950
120350002,12035300000,0.0037735849
120350002,12035920000,0.0235478317
120350002,12035940000,0.0038656696
120350003,12035000332,1.0000000000
120350004,12035100000,0.1694385024
120350004,12035110000,0.0635327450
120350004,12035300000,0.3239926245
120350004,12035310000,0.1861983024
120350004,12035500000,0.0723289413
120350004,12035510000,0.1845088844
120350005,12035300000,0.8498376936
120350005,12035310000,0.1501623064
120350006,12035000131,0.0093240093
120350006,12035000132,0.0816016488
120350006,12035000133,0.0279720280
120350006,12035000210,0.0487674184
120350006,12035000211,0.0687107689
120350006,12035000212,0.0116550117
120350006,12035000217,0.0014029316
120350006,12035100000,0.5714544344
120350006,12035110000,0.1492388448
120350006,12035120000,0.0275419018
120350006,12035300000,0.0023310023
120350007,12035000212,1.0000000000
120350009,12035000270,0.0609756098
120350009,12035000271,0.1463414634
120350009,12035000272,0.4146341463
120350009,12035000310,0.0365853659
120350009,12035000370,0.0950688837
120350009,12035000371,0.2463945309
120350010,12035000231,1.0000000000
120350011,12035000231,0.9142857143
120350011,12035000240,0.0292344852
120350011,12035000241,0.0279083720
120350011,12035000270,0.0285714286
120350012,12035000180,1.0000000000
120350013,12035000290,0.8857142857
120350013,12035000292,0.1142857143
120350014,12035000330,0.4333333333
120350014,12035000333,0.5666666667
120350015,12035000350,1.0000000000
120350016,12035000270,1.0000000000
120350017,12035000133,0.0425531915
120350017,12035000200,0.3191489362
120350017,12035000201,0.6382978723
120350018,12035500000,0.6855176664
120350018,12035510000,0.2348635611
120350018,12035520000,0.0264950760
120350018,12035710000,0.0459881527
120350018,12035720000,0.0071355439
120350019,12035000370,0.0136986301
120350019,12035700000,0.2438160813
120350019,12035710000,0.4657534247
120350019,12035720000,0.0136986301
120350019,12035730000,0.2614125646
120350019,12035810000,0.0016206691
120350020,12035000170,0.0613095238
120350020,12035000171,0.9386904762
120350021,12035000142,0.1587301587
120350021,12035000170,0.6031746032
120350021,12035000171,0.1428571429
120350021,12035000180,0.0952380952
120350022,12035500000,0.2396670576
120350022,12035510000,0.1333333333
120350022,12035530000,0.6269996091
120350023,12035000190,0.4390243902
120350023,12035000191,0.5383764569
120350023,12035000201,0.0225991528
120350024,12035000370,1.0000000000
120350025,12035000331,0.2109451844
120350025,12035000332,0.4953350650
120350025,12035000350,0.1214953271
120350025,12035000370,0.1449349741
120350025,12035000371,0.0133459188
120350025,12035000372,0.0139435306
120350026,12035000231,0.0406504065
120350026,12035000240,0.4013928002
120350026,12035000241,0.5254364681
120350026,12035000290,0.0160178225
120350026,12035000292,0.0165025027
120350027,12035000133,0.0576923077
120350027,12035000134,0.0384615385
120350027,12035000180,0.4807692308
120350027,12035000181,0.4230769231
120350028,12035000231,0.4333333333
120350028,12035000270,0.5666666667
120350029,12035000100,0.0857506879
120350029,12035000104,0.0460322578
120350029,12035100000,0.1119742381
120350029,12035130000,0.0029684837
120350029,12035500000,0.0465116279
120350029,12035840000,0.0468375943
120350029,12035850000,0.0305917538
120350029,12035910000,0.1007271171
120350029,12035920000,0.0775667233
120350029,12035930000,0.0155038760
120350029,12035940000,0.4355356401
120350030,12035000191,1.0000000000
120350031,12035000130,0.0338983051
120350031,12035000140,0.2542372881
120350031,12035000141,0.7118644068
120350032,12035000231,0.0328876992
120350032,12035000240,0.0325089681
120350032,12035000270,0.0618561331
120350032,12035000290,0.8377844948
120350032,12035000291,0.0349627048
120350033,12035000290,0.1000000000
120350033,12035000291,0.9000000000
120350034,12035000130,0.7162162162
120350034,12035000134,0.2837837838
120350035,12035000201,0.7917176191
120350035,12035000212,0.0253164557
120350035,12035000215,0.1829659252
120350036,12035000370,0.7210086391
120350036,12035000371,0.2789913609
120350038,12035000271,0.0666666667
120350038,12035000310,0.7425594389
120350038,12035000371,0.1907738944
120350040,12035000100,0.0089285714
120350040,12035000104,0.0177906267
120350040,12035000107,0.8481936130
120350040,12035150000,0.0000871888
120350040,12035910000,0.0089285714
120350040,12035920000,0.1160714286
120350041,12035000100,1.0000000000
120350042,12035000142,0.0175438596
120350042,12035000160,0.4736842105
120350042,12035000161,0.5087719298
120350043,12035000231,0.0454545455
120350043,12035000240,0.0000000244
120350043,12035000241,0.5454545210
120350043,12035000270,0.4090909091
120350044,12035000100,0.0714285714
120350044,12035000104,0.0119047619
120350044,12035000370,0.0082661358
120350044,12035000371,0.0122322587
120350044,12035510000,0.0119047619
120350044,12035700000,0.0121394917
120350044,12035810000,0.8364097328
120350044,12035850000,0.0357142857
120350045,12035000100,1.0000000000
120350046,12035000100,1.0000000000
120350047,12035000100,1.0000000000
120350048,12035000211,0.0185185185
120350048,12035000213,0.8968075323
120350048,12035000215,0.0185185185
120350048,12035000217,0.0198591344
120350048,12035000219,0.0462962963
120350049,12035000212,1.0000000000
120350050,12035000104,0.0353534757
120350050,12035000110,0.0352941176
120350050,12035000140,0.0194486489
120350050,12035000141,0.0588235294
120350050,12035000142,0.0158454687
120350050,12035000150,0.6587641714
120350050,12035000151,0.1647058824
120350050,12035000371,0.0117647059
120350051,12035000110,1.0000000000
120350052,12035009980,1.0000000000
120350053,12035100000,0.1428571429
120350053,12035130000,0.1428571429
120350053,12035150000,0.6937437844
120350053,12035920000,0.0205419299
120350054,12035000310,0.9567652899
120350054,12035000331,0.0219581144
120350054,12035000371,0.0212765957
120350055,12035000310,1.0000000000
120350056,12035000372,1.0000000000
120350057,12035000310,1.0000000000
120350058,12035000270,0.0004889332
120350058,12035000290,0.0058525268
120350058,12035000291,0.9936585399
120350059,12035000211,0.0423123805
120350059,12035000213,0.0773995756
120350059,12035000217,0.8802880438
120350060,12035000104,1.0000000000
120350061,12035720000,1.0000000000
120370001,12037000001,1.0000000000
120370002,12037000002,0.9959655748
120370002,12129ZZZZZZ,0.0040344252
120370003,12037000003,1.0000000000
120370004,12037000004,1.0000000000
120370005,12037000005,1.0000000000
120370006,12037000006,1.0000000000
120370007,12037000007,1.0000000000
120370008,12037000008,0.9942528736
120370008,12045000008,0.0057471264
120390001,12039000001,1.0000000000
120390002,12039000002,1.0000000000
120390003,12039000003,1.0000000000
120390004,12039000004,0.9840432927
120390004,12039000038,0.0159567073
120390005,12039000005,1.0000000000
120390006,12039000006,1.0000000000
120390007,12039000007,1.0000000000
120390008,12039000008,1.0000000000
120390009,12039000009,0.9904761905
120390009,12039000016,0.0095238095
120390010,12039000010,1.0000000000
120390011,12039000011,1.0000000000
120390012,12039000012,1.0000000000
120390013,12039000012,0.0013319857
120390013,12039000013,0.9986680143
120390014,12039000014,1.0000000000
120390015,12039000015,1.0000000000
120390016,12039000016,1.0000000000
120390017,12039000017,1.0000000000
120390018,12039000018,1.0000000000
120390019,12039000019,1.0000000000
120390020,12039000020,1.0000000000
120390021,12039000021,0.8928754240
120390021,12039000022,0.1071245760
120390022,12039000022,1.0000000000
120390023,12039000023,1.0000000000
120390024,12039000024,1.0000000000
120390025,12039000025,1.0000000000
120390026,12039000026,1.0000000000
120390027,12039000027,1.0000000000
120390028,12039000028,1.0000000000
120390029,12039000029,1.0000000000
120390030,12039000030,1.0000000000
120390031,12039000031,1.0000000000
120390032,12039000001,0.0000500819
120390032,12039000032,0.9999499181
120390033,12039000033,1.0000000000
120390034,12039000034,1.0000000000
120390035,12039000035,1.0000000000
120390036,12039000036,1.0000000000
120390037,12039000037,1.0000000000
120390038,12039000038,1.0000000000
120390039,12039000039,1.0000000000
120390040,12039000040,1.0000000000
120390041,12039000041,1.0000000000
120390042,12039000042,1.0000000000
120390043,12039000043,1.0000000000
120390044,12039000044,1.0000000000
120390045,12039000045,1.0000000000
120390046,12039000046,1.0000000000
120390047,12039000047,1.0000000000
120390048,12039000048,1.0000000000
120410001,12041000001,1.0000000000
120410002,12041000002,1.0000000000
120410003,12041000003,1.0000000000
120410004,12041000004,1.0000000000
120410005,12041000005,1.0000000000
120410006,12041000006,1.0000000000
120410007,12041000007,1.0000000000
120410008,12041000008,1.0000000000
120410009,12041000009,1.0000000000
120410010,12041000010,1.0000000000
120430001,12043000001,1.0000000000
120430002,12043000002,1.0000000000
120430003,12043000003,0.9876472710
120430003,12043000011,0.0123527290
120430004,12043000004,1.0000000000
120430005,12043000005,0.9697579635
120430005,12043000013,0.0119760479
120430005,12051000013,0.0062894798
120430005,12051000016,0.0119765089
120430006,12043000006,1.0000000000
120430007,12043000007,0.9918391426
120430007,12043000010,0.0081300813
120430007,12055000019,0.0000307761
120430008,12043000008,0.9860754736
120430008,12043000010,0.0135135135
120430008,12055000018,0.0004110129
120430009,12043000009,1.0000000000
120430010,12043000010,1.0000000000
120430011,12043000003,0.0000187486
120430011,12043000011,0.9999812514
120430012,12043000012,1.0000000000
120430013,12043000013,0.9907407407
120430013,12051000011,0.0092592593
120450001,12005000044,0.0500000000
120450001,12045000001,0.8999979513
120450001,12045000008,0.0500020487
120450002,12037000001,0.0126816447
120450002,12045000002,0.7898082184
120450002,12045000007,0.0031055901
120450002,12045000009,0.1944045468
120450003,12045000002,0.2416284082
120450003,12045000003,0.7583715918
120450004,12045000004,0.4111926055
120450004,12045000010,0.2331651950
120450004,12045000011,0.3556421994
120450005,12045000001,0.0003779396
120450005,12045000005,0.9117455624
120450005,12045000006,0.0111524164
120450005,12045000007,0.0037286455
120450005,12045000011,0.0729954361
120450006,12045000001,0.0082987552
120450006,12045000005,0.0265578876
120450006,12045000006,0.9651433572
120450007,12045000003,0.1311795489
120450007,12045000005,0.1030303030
120450007,12045000007,0.7657901480
120450008,12045000001,0.0649578826
120450008,12045000008,0.9350421174
120450009,12045000005,0.3410413670
120450009,12045000009,0.6589586330
120450010,12045000003,0.6191002692
120450010,12045000010,0.3808997308
120470001,12047000001,1.0000000000
120470002,12047000002,1.0000000000
120470003,12047000003,1.0000000000
120470004,12047000004,1.0000000000
120470005,12047000005,1.0000000000
120470006,12047000006,1.0000000000
120470007,12047000007,1.0000000000
120470008,12047000008,1.0000000000
120490001,12049000001,1.0000000000
120490002,12049000002,1.0000000000
120490003,12049000003,1.0000000000
120490004,12049000004,1.0000000000
120490005,12049000005,1.0000000000
120490006,12049000006,0.9843985442
120490006,12049000012,0.0156014558
120490007,12049000007,0.9967845659
120490007,12049000012,0.0032154341
120490008,12049000008,1.0000000000
120490009,12049000009,0.9988428148
120490009,12055000016,0.0011571852
120490010,12049000010,1.0000000000
120490011,12049000011,1.0000000000
120490012,12049000006,0.0038624090
120490012,12049000012,0.9961375910
120510001,12051000001,0.9714711340
120510001,12051000005,0.0002845263
120510001,12051000007,0.0269573623
120510001,12051000025,0.0012869775
120510002,12051000001,0.9907407407
120510002,12051000025,0.0092592593
120510003,12051000001,0.0760838307
120510003,12051000025,0.9065360024
120510003,12051000029,0.0173801669
120510004,12051000018,0.1688697845
120510004,12051000025,0.8311302155
120510005,12051000005,1.0000000000
120510006,12051000005,1.0000000000
120510007,12051000007,1.0000000000
120510008,12051000008,1.0000000000
120510009,12051000007,1.0000000000
120510010,12051000010,1.0000000000
120510011,12051000010,0.0041424569
120510011,12051000011,0.9958575431
120510012,12051000012,0.9796844535
120510012,12051000013,0.0141057206
120510012,12051000022,0.0062098258
120510013,12051000012,0.0149253731
120510013,12051000013,0.9827107989
120510013,12051000022,0.0023638280
120510014,12051000012,0.0165656904
120510014,12051000014,0.8998429616
120510014,12051000022,0.0113237377
120510014,12051000024,0.0722676103
120510015,12051000016,1.0000000000
120510016,12051000013,0.0722145659
120510016,12051000016,0.9277854341
120510017,12051000017,1.0000000000
120510018,12051000007,0.0000056565
120510018,12051000018,0.9999943435
120510019,12051000025,1.0000000000
120510020,12051000010,0.9573911235
120510020,12051000017,0.0213322807
120510020,12051000025,0.0212765957
120510021,12051000011,0.0256410256
120510021,12051000012,0.5128205128
120510021,12051000024,0.4615384615
120510022,12051000013,0.0666666667
120510022,12051000014,0.0334604266
120510022,12051000022,0.8998729068
120510023,12051000014,0.0146736267
120510023,12051000016,0.0759493671
120510023,12051000024,0.9093770063
120510024,12051000014,0.0364985736
120510024,12051000024,0.9517805423
120510024,12071000026,0.0117208841
120510025,12051000025,1.0000000000
120510026,12051000012,0.0062776604
120510026,12051000013,0.9297583976
120510026,12051000014,0.0131578947
120510026,12051000016,0.0263157895
120510026,12051000024,0.0244902578
120510027,12021000122,0.0112359551
120510027,12051000008,0.0224719101
120510027,12051000025,0.9662921348
120510028,12051000007,0.0211749302
120510028,12051000029,0.9788250698
120510029,12051000025,0.0549450549
120510029,12051000029,0.9450549451
120530001,12053000001,0.9551809131
120530001,12053000036,0.0448190869
120530002,12053000002,1.0000000000
120530003,12053000002,0.2094594595
120530003,12053000025,0.7905405405
120530004,12053000010,0.5542749259
120530004,12053000023,0.4457250741
120530005,12053000006,0.0483949250
120530005,12053000023,0.9516050750
120530006,12053000006,0.7535837921
120530006,12053000023,0.0488853437
120530006,12053000036,0.1975308642
120530007,12053000006,0.8545981191
120530007,12053000010,0.0102040816
120530007,12053000023,0.1351977992
120530008,12053000037,1.0000000000
120530009,12053000009,0.9583333333
120530009,12053000036,0.0416666667
120530010,12053000010,0.8928844099
120530010,12053000023,0.1071155901
120530011,12053000023,1.0000000000
120530012,12053000031,1.0000000000
120530013,12053000017,0.9464285714
120530013,12053000038,0.0535714286
120530014,12053000014,0.9553571429
120530014,12053000031,0.0446428571
120530015,12053000015,0.6567164179
120530015,12053000039,0.3432835821
120530016,12053000002,0.1157894737
120530016,12053000025,0.8631578947
120530016,12053000031,0.0210526316
120530017,12053000017,1.0000000000
120530018,12053000018,1.0000000000
120530019,12053000019,1.0000000000
120530020,12053000019,1.0000000000
120530021,12053000015,1.0000000000
120530022,12053000022,1.0000000000
120530023,12053000010,0.5969674924
120530023,12053000023,0.4030325076
120530024,12053000024,0.9770114943
120530024,12053000038,0.0229885057
120530025,12053000025,0.9903459008
120530025,12053000033,0.0014573779
120530025,12053000038,0.0081967213
120530026,12053000026,0.9351517165
120530026,12053000031,0.0612244898
120530026,12053000044,0.0036237937
120530027,12053000006,0.0838570921
120530027,12053000010,0.0415008165
120530027,12053000023,0.8746420914
120530028,12053000028,1.0000000000
120530029,12053000029,0.8904109589
120530029,12053000034,0.1095890411
120530030,12053000015,0.0176211454
120530030,12053000017,0.0088105727
120530030,12053000030,0.9735682819
120530031,12053000031,1.0000000000
120530032,12053000024,1.0000000000
120530033,12053000033,0.9850746269
120530033,12053000038,0.0149253731
120530034,12053000034,1.0000000000
120530035,12053000047,1.0000000000
120530036,12053000036,1.0000000000
120530037,12053000036,0.9166666667
120530037,12053000037,0.0833333333
120530038,12053000017,0.0348837209
120530038,12053000024,0.1162790698
120530038,12053000038,0.8488372093
120530039,12053000015,0.3333333333
120530039,12053000039,0.6666666667
120530040,12053000022,0.1538461538
120530040,12053000034,0.4786324786
120530040,12053000040,0.3675213675
120530041,12053000034,1.0000000000
120530042,12053000042,1.0000000000
120530043,12053000014,1.0000000000
120530044,12053000029,0.0560747664
120530044,12053000044,0.9439252336
120530045,12053000040,1.0000000000
120530046,12053000033,0.7751937984
120530046,12053000038,0.2248062016
120530047,12053000047,1.0000000000
120530048,12053000048,1.0000000000
120530049,12053000017,0.0156818514
120530049,12053000025,0.9843181486
120530050,12053000026,0.9629629630
120530050,12053000031,0.0370370370
120530051,12053000028,0.8512396694
120530051,12053000031,0.0578512397
120530051,12053000044,0.0909090909
120530052,12053000017,1.0000000000
120530053,12053000018,0.9839569496
120530053,12053000044,0.0160430504
120530054,12053000054,1.0000000000
120530055,12053000044,1.0000000000
120530056,12053000048,1.0000000000
120550001,12055000001,0.0294117647
120550001,12055000003,0.9705882353
120550002,12055000001,0.9885306902
120550002,12055000003,0.0114693098
120550003,12055000002,0.9866597035
120550003,1205500002N,0.0133402965
120550004,12055000001,0.0143784498
120550004,12055000002,0.0007128322
120550004,12055000003,0.9583388304
120550004,12055000012,0.0004377296
120550004,12055000016,0.0037313433
120550004,1205500016A,0.0012678233
120550004,1209300P-02,0.0211329915
120550005,12055000002,0.0017570307
120550005,1205500004A,0.9982429693
120550006,1205500004D,1.0000000000
120550007,12055000025,0.0014759445
120550007,1205500004D,0.9985240555
120550008,12055000004,0.9731803414
120550008,1205500004A,0.0268196586
120550009,12055000004,1.0000000000
120550010,12055000004,0.0097087379
120550010,12055000005,0.9805825243
120550010,12055000010,0.0097087379
120550011,12055000005,0.9217977871
120550011,12055000010,0.0782022129
120550012,12055000005,0.9905403917
120550012,12055000010,0.0094596083
120550013,12055000002,0.0490942556
120550013,12055000006,0.8453156822
120550013,12055000022,0.1055900621
120550014,12055000007,1.0000000000
120550015,12055000008,0.9974319046
120550015,12055000022,0.0025680954
120550016,12055000008,0.0188679245
120550016,12055000009,0.9622602815
120550016,1205500009N,0.0188717940
120550017,12055000009,1.0000000000
120550018,12055000009,0.0268776315
120550018,1205500009N,0.9731223685
120550019,1205500009N,1.0000000000
120550020,12055000005,0.0000341715
120550020,12055000010,0.9733041754
120550020,12055000022,0.0136666072
120550020,12055000025,0.0063606890
120550020,1205500015S,0.0004231768
120550020,1205500025D,0.0062111801
120550021,12055000011,0.9998195708
120550021,1205500011S,0.0001804292
120550022,12055000011,0.6666666667
120550022,1205500011S,0.3333333333
120550023,12055000011,0.0915724731
120550023,1205500011S,0.9084275269
120550024,12055000003,0.0310880829
120550024,12055000012,0.9428140315
120550024,1209300P-02,0.0260978856
120550025,12055000013,1.0000000000
120550026,12055000013,0.0651152477
120550026,1205500013L,0.9348847523
120550027,12055000013,1.0000000000
120550028,12055000013,0.9811975051
120550028,1205500013L,0.0188024949
120550029,12055000014,1.0000000000
120550030,12055000015,0.7094086690
120550030,12055000021,0.1762578676
120550030,1205500015S,0.1143334633
120550031,12055000021,0.9798884098
120550031,1205500015S,0.0201115902
120550032,12055000021,0.0257253360
120550032,1205500015S,0.9742746640
120550033,12055000015,0.0178571429
120550033,1205500015S,0.9821428571
120550034,12055000015,1.0000000000
120550035,12055000015,0.5109933522
120550035,12055000021,0.4649913708
120550035,1205500015S,0.0240152770
120550036,1205500015S,1.0000000000
120550037,12055000021,0.6666666667
120550037,1205500015S,0.3333333333
120550038,12055000021,1.0000000000
120550039,12055000016,0.9329896907
120550039,1205500016A,0.0670103093
120550040,12055000001,0.0233565564
120550040,1205500016A,0.9766434436
120550041,12055000003,0.0032467532
120550041,12055000016,0.9857608170
120550041,1205500016A,0.0109924298
120550042,12055000013,0.0297521767
120550042,12055000017,0.9633379059
120550042,1205500013L,0.0069099175
120550043,12055000017,0.0625000000
120550043,1205500017L,0.9375000000
120550044,12055000017,0.9834102124
120550044,1205500017L,0.0165897876
120550045,1205500017L,1.0000000000
120550046,12055000012,0.0148148148
120550046,12055000017,0.9851851852
120550047,12055000012,0.0118343195
120550047,12055000018,0.9821533814
120550047,1209300P-04,0.0060122991
120550048,12055000019,0.9208441496
120550048,1205500019L,0.0791558504
120550049,12055000019,0.1225832836
120550049,1205500019L,0.8774167164
120550050,12055000019,1.0000000000
120550051,12055000012,0.0099502488
120550051,12055000020,0.6237583047
120550051,1205500020N,0.3662914465
120550052,12055000002,0.5454335147
120550052,1205500002N,0.4545664853
120550053,12055000008,0.0199198361
120550053,12055000022,0.9800801639
120550054,12055000008,0.0386571895
120550054,1205500009N,0.9613428106
120550055,12055000008,0.0056481947
120550055,12055000022,0.9943518053
120550056,12055000022,1.0000000000
120550057,12055000022,1.0000000000
120550058,12055000022,1.0000000000
120550059,12055000006,0.8867924528
120550059,12055000012,0.0754716981
120550059,12055000022,0.0377358491
120550060,12055000007,0.0243902439
120550060,12055000023,0.9262772904
120550060,1205500020N,0.0493324657
120550061,12055000023,1.0000000000
120550062,12055000024,1.0000000000
120550063,12055000002,0.2012509669
120550063,12055000025,0.7987490331
120550064,1205500004D,0.1893080365
120550064,1205500025D,0.8106919635
120550065,12055000025,1.0000000000
120550066,12055000025,1.0000000000
120550067,12055000025,1.0000000000
120570001,12057000101A,0.9297881272
120570001,12057000105A,0.0140845070
120570001,12057000107A,0.0105633803
120570001,12057000998,0.0455639855
120570002,12057000098,0.0106905192
120570002,12057000103A,0.9287034202
120570002,12057000998,0.0606060606
120570003,12057000101A,0.0096153846
120570003,12057000105A,0.9903846154
120570004,12057000107A,1.0000000000
120570005,12057000101A,0.0256410256
120570005,12057000107A,0.9743589744
120570006,12057000101A,0.0250000000
120570006,12057000108A,0.8750000000
120570006,12057000998,0.1000000000
120570007,12057000108A,0.0164353921
120570007,12057000109A,0.9507777227
120570007,12057000998,0.0327868852
120570008,12057000111,0.9444444444
120570008,12057000113,0.0185185185
120570008,12057000998,0.0370370370
120570009,12057000112A,0.9487179487
120570009,12057000998,0.0512820513
120570010,12057000113,1.0000000000
120570011,12057000115A,0.9260936612
120570011,12057000998,0.0739063388
120570012,12057000116A,0.9343949364
120570012,12057000998,0.0656050636
120570013,12057000117,0.9419187418
120570013,12057000998,0.0580812582
120570014,12057000119A,1.0000000000
120570015,12057000121A,0.9444444444
120570015,12057000123,0.0555555556
120570016,12057000123,0.9384615385
120570016,12057000998,0.0615384615
120570017,12057000125A,0.6904761905
120570017,12057000127,0.0238095238
120570017,12057000998,0.2857142857
120570018,12057000125A,0.5112195835
120570018,12057000998,0.4887804165
120570019,12057000125A,0.0121951220
120570019,12057000127,0.9268292683
120570019,12057000998,0.0609756098
120570020,12057000123,0.0142857143
120570020,12057000129A,0.9428571429
120570020,12057000131A,0.0142857143
120570020,12057000998,0.0285714286
120570021,12057000131A,0.9871794872
120570021,12057000145A,0.0128205128
120570022,12057000133A,1.0000000000
120570023,12057000014,0.0382630231
120570023,12057000135A,0.9617369769
120570024,12057000137A,1.0000000000
120570025,12057000014,0.0552030837
