district,CVAP_TOT24
1,600399
2,615764
3,618667
4,593938
5,602596
6,646190
7,602531
8,639345
9,541152
10,550958
11,610689
12,640612
13,621407
14,574076
15,579872
16,606064
17,658822
18,594030
19,624709
20,506882
21,616557
22,545752
23,555635
24,482575
25,513861
26,471949
27,475497
28,492373
