district,CVAP_TOT24
1,424030
2,424294
3,431656
4,424432
5,402631
6,423393
7,458317
8,448217
9,439627
10,409832
11,475410
12,425128
13,419530
14,393810
15,356659
16,393021
17,398023
18,442244
19,446360
20,424143
21,430917
22,455127
23,423684
24,354604
25,370110
26,417783
27,437547
28,410400
29,435759
30,369019
31,430210
32,364044
33,430736
34,332113
35,367451
36,315773
37,365663
38,354995
39,303365
40,352855
