district,name,total_population,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
42,District 42,142011,67.91,7.26,18.66,0.06,3.5,0.03,0.3
43,District 43,123857,29.03,9.53,54.92,0.05,4.65,0.03,0.23
44,District 44,116162,38.15,10.51,41.83,0.06,7.63,0.25,0.33
45,District 45,120045,63.19,8.26,19.29,0.03,7.12,0.05,0.34
46,District 46,114325,23.67,14.81,55.91,0.09,3.42,0.06,0.5
47,District 47,126502,29.47,8.43,57.91,0.03,2.83,0.03,0.4
48,District 48,142842,56.19,16.67,24.07,0.14,1.26,0.07,0.38
49,District 49,130299,65.52,11.52,19.23,0.1,1.73,0.04,0.33
50,District 50,142040,62.41,15.91,17.74,0.15,1.72,0.05,0.13
51,District 51,154065,54.35,11.0,30.51,0.06,1.91,0.06,0.23
52,District 52,175580,84.85,6.1,6.57,0.19,0.85,0.02,0.1
53,District 53,143651,78.98,3.53,13.99,0.17,1.38,0.1,0.18
54,District 54,150732,65.67,8.96,19.59,0.18,3.32,0.04,0.44
55,District 55,147950,74.44,5.22,14.9,0.06,3.0,0.02,0.32
56,District 56,137509,79.99,4.34,12.63,0.1,1.26,0.07,0.16
57,District 57,145390,85.0,3.52,7.6,0.08,1.88,0.06,0.16
58,District 58,138005,77.75,7.42,10.66,0.06,2.3,0.03,0.2
59,District 59,145087,78.79,6.63,9.47,0.09,2.99,0.08,0.15
60,District 60,144296,75.45,6.46,9.53,0.1,5.7,0.09,0.2
61,District 61,144569,82.33,3.48,8.12,0.19,3.94,0.06,0.2
62,District 62,128744,39.79,36.85,18.82,0.08,2.0,0.07,0.57
63,District 63,118114,31.73,40.93,22.37,0.11,1.63,0.12,0.31
64,District 64,115776,34.65,9.01,50.55,0.15,3.37,0.09,0.32
65,District 65,141856,71.77,5.71,16.07,0.03,3.66,0.11,0.23
66,District 66,133627,62.11,6.82,24.32,0.13,4.62,0.01,0.33
67,District 67,128766,49.2,19.15,21.54,0.07,6.84,0.24,0.57
68,District 68,127693,62.49,10.85,22.21,0.05,2.39,0.08,0.35
69,District 69,128618,58.14,15.33,20.81,0.11,2.72,0.01,0.47
70,District 70,148664,64.72,14.98,15.42,0.07,2.16,0.1,0.4
71,District 71,133831,73.47,10.05,13.23,0.05,1.34,0.05,0.26
72,District 72,147535,80.47,4.29,10.57,0.08,2.71,0.01,0.06
73,District 73,157145,85.77,4.73,6.92,0.06,1.44,0.06,0.11
74,District 74,157517,82.9,3.76,9.52,0.11,2.0,0.06,0.22
75,District 75,167277,88.64,2.75,5.81,0.14,1.22,0.04,0.2
76,District 76,157388,82.15,4.66,10.37,0.11,1.0,0.05,0.25
77,District 77,136581,56.78,11.73,27.87,0.06,1.62,0.07,0.31
78,District 78,137760,70.6,12.71,12.85,0.1,1.94,0.02,0.27
79,District 79,153775,74.01,3.97,19.22,0.04,1.29,0.0,0.2
80,District 80,156396,89.3,1.0,7.11,0.04,1.38,0.05,0.04
81,District 81,147706,83.44,3.93,9.98,0.09,1.41,0.08,0.08
82,District 82,122683,51.73,9.07,36.6,0.39,0.99,0.01,0.2
83,District 83,140052,69.2,8.75,18.88,0.42,0.99,0.02,0.37
84,District 84,144129,61.65,20.69,14.35,0.17,1.45,0.01,0.21
85,District 85,154147,62.74,14.08,19.21,0.08,2.04,0.07,0.42
86,District 86,141729,82.48,4.15,10.5,0.14,1.26,0.05,0.16
87,District 87,136856,79.0,6.05,11.45,0.05,2.13,0.0,0.3
88,District 88,118308,26.58,49.79,17.81,0.1,2.88,0.01,0.58
89,District 89,96901,37.25,17.07,41.17,0.13,2.76,0.18,0.28
90,District 90,136518,59.74,23.09,12.91,0.04,2.18,0.03,0.41
91,District 91,141085,76.88,4.76,14.32,0.02,2.42,0.01,0.22
92,District 92,142577,77.1,6.02,12.4,0.08,2.74,0.03,0.24
93,District 93,127925,56.88,14.48,23.27,0.02,3.45,0.01,0.41
94,District 94,135895,57.5,18.34,19.51,0.06,2.39,0.09,0.15
95,District 95,126084,47.88,22.41,23.08,0.19,4.22,0.04,0.73
96,District 96,124992,38.1,25.08,29.89,0.04,5.01,0.0,0.36
97,District 97,116437,18.49,54.7,20.59,0.13,3.52,0.05,0.43
98,District 98,117262,38.24,35.52,22.09,0.1,1.87,0.06,0.28
99,District 99,121664,30.67,49.55,16.08,0.1,1.49,0.11,0.44
100,District 100,137415,72.33,7.54,15.79,0.18,1.98,0.04,0.25
101,District 101,119254,47.2,12.53,34.19,0.35,3.36,0.3,0.4
102,District 102,128776,45.93,12.36,33.48,0.16,5.09,0.11,1.12
103,District 103,117863,29.64,15.32,46.87,0.03,6.39,0.05,0.5
104,District 104,115321,14.25,41.35,39.86,0.14,3.24,0.0,0.21
105,District 105,120441,22.82,36.86,36.75,0.07,1.62,0.03,0.52
106,District 106,110115,45.51,4.03,46.58,0.14,2.17,0.02,0.24
107,District 107,116546,12.87,51.58,32.13,0.11,1.62,0.06,0.36
108,District 108,114571,15.2,49.48,32.51,0.11,1.53,0.01,0.14
109,District 109,110482,6.24,42.26,49.33,0.1,1.05,0.03,0.05
110,District 110,110436,5.86,4.76,87.69,0.03,1.12,0.04,0.21
111,District 111,98830,6.27,1.76,90.25,0.01,1.15,0.03,0.23
112,District 112,98093,5.23,2.33,91.97,0.09,0.2,0.05,0.01
113,District 113,102768,24.16,3.52,67.67,0.23,2.9,0.02,0.44
114,District 114,115223,21.71,4.65,70.21,0.07,1.96,0.01,0.24
115,District 115,120706,27.25,5.51,63.6,0.05,2.34,0.04,0.32
116,District 116,113777,10.8,2.11,84.69,0.17,1.05,0.05,0.65
117,District 117,108670,8.47,28.04,61.46,0.04,0.84,0.03,0.2
118,District 118,121545,10.52,4.24,82.61,0.04,1.75,0.03,0.25
119,District 119,122658,9.71,3.79,83.11,0.1,2.45,0.09,0.25
120,District 120,118990,46.97,12.01,38.3,0.17,0.83,0.07,0.23
